id_cliente,cliente,genero,id_producto,producto,precio,cantidad,monto,forma_pago,fecreg
10,Luisa Torres,M,9,Disney,90.24,68,6136.32,Débito,2025-07-04 00:09:02.299000+00:00
1,Raul Opazo,H,2,Nvidia,537.94,83,44649.02,Débito,2025-07-04 00:10:01.507000+00:00
7,Elizabeth Cordero,M,5,Microsoft,375.6,65,24414.0,Efectivo,2025-07-04 00:10:01.507000+00:00
9,Marlén Soto,M,1,Amazon,151.48,52,7876.96,Crédito,2025-07-04 00:11:01.588000+00:00
10,Luisa Torres,M,6,Delta,42.22,13,548.86,Crédito,2025-07-04 00:11:01.588000+00:00
2,Alejandro Pérez,H,1,Amazon,151.48,35,5301.8,Débito,2025-07-04 00:12:02.034000+00:00
5,Mauricio Correa,H,4,Alphabet,141.25,65,9181.25,Crédito,2025-07-04 00:12:02.034000+00:00
1,Raul Opazo,H,10,Cisco,49.74,34,1691.16,Crédito,2025-07-04 00:13:01.245000+00:00
10,Luisa Torres,M,2,Nvidia,537.94,24,12910.56,Débito,2025-07-04 00:13:01.245000+00:00
5,Mauricio Correa,H,4,Alphabet,141.25,37,5226.25,Efectivo,2025-07-04 00:13:01.245000+00:00
1,Raul Opazo,H,6,Delta,42.22,48,2026.56,Efectivo,2025-07-04 00:14:02.243000+00:00
3,Felipe Muñoz,H,7,Apple,184.85,69,12754.65,Débito,2025-07-04 00:15:01.624000+00:00
7,Elizabeth Cordero,M,3,Meta,359.09,63,22622.67,Crédito,2025-07-04 00:16:01.787000+00:00
7,Elizabeth Cordero,M,9,Disney,90.24,31,2797.44,Crédito,2025-07-04 00:16:01.787000+00:00
9,Marlén Soto,M,4,Alphabet,141.25,46,6497.5,Efectivo,2025-07-04 00:17:01.724000+00:00
1,Raul Opazo,H,7,Apple,184.85,42,7763.7,Crédito,2025-07-04 00:17:01.724000+00:00
8,Paola Rojas,M,6,Delta,42.22,61,2575.42,Crédito,2025-07-04 00:18:02.161000+00:00
1,Raul Opazo,H,2,Nvidia,537.94,49,26359.06,Crédito,2025-07-04 00:19:01.365000+00:00
2,Alejandro Pérez,H,4,Alphabet,141.25,61,8616.25,Débito,2025-07-04 00:20:01.424000+00:00
5,Mauricio Correa,H,9,Disney,90.24,95,8572.8,Débito,2025-07-04 00:21:01.795000+00:00
2,Alejandro Pérez,H,5,Microsoft,375.6,47,17653.2,Débito,2025-07-04 00:22:01.999000+00:00
8,Paola Rojas,M,9,Disney,90.24,63,5685.12,Efectivo,2025-07-04 00:23:02.145000+00:00
3,Felipe Muñoz,H,6,Delta,42.22,7,295.54,Efectivo,2025-07-04 00:23:02.145000+00:00
3,Felipe Muñoz,H,9,Disney,90.24,58,5233.92,Crédito,2025-07-04 00:23:02.145000+00:00
6,Carolina López,M,6,Delta,42.22,55,2322.1,Débito,2025-07-04 00:24:01.599000+00:00
6,Carolina López,M,8,Salesforce,263.09,80,21047.2,Crédito,2025-07-04 00:25:01.759000+00:00
7,Elizabeth Cordero,M,5,Microsoft,375.6,25,9390.0,Crédito,2025-07-04 00:25:01.759000+00:00
9,Marlén Soto,M,9,Disney,90.24,54,4872.96,Débito,2025-07-04 00:26:01.652000+00:00
10,Luisa Torres,M,5,Microsoft,375.6,95,35682.0,Crédito,2025-07-04 00:26:01.652000+00:00
10,Luisa Torres,M,2,Nvidia,537.94,78,41959.32,Débito,2025-07-04 00:27:02.063000+00:00
10,Luisa Torres,M,1,Amazon,151.48,43,6513.64,Crédito,2025-07-04 00:28:01.255000+00:00
8,Paola Rojas,M,9,Disney,90.24,79,7128.96,Crédito,2025-07-04 00:28:01.255000+00:00
8,Paola Rojas,M,6,Delta,42.22,79,3335.38,Débito,2025-07-04 00:28:01.255000+00:00
5,Mauricio Correa,H,6,Delta,42.22,20,844.4,Débito,2025-07-04 00:29:02.094000+00:00
2,Alejandro Pérez,H,1,Amazon,151.48,54,8179.92,Débito,2025-07-04 00:29:02.094000+00:00
4,Eric Aracena,H,2,Nvidia,537.94,51,27434.94,Débito,2025-07-04 00:30:01.585000+00:00
8,Paola Rojas,M,7,Apple,184.85,87,16081.95,Efectivo,2025-07-04 00:30:01.585000+00:00
3,Felipe Muñoz,H,4,Alphabet,141.25,38,5367.5,Crédito,2025-07-04 00:30:01.585000+00:00
6,Carolina López,M,8,Salesforce,263.09,62,16311.58,Efectivo,2025-07-04 00:31:01.751000+00:00
10,Luisa Torres,M,2,Nvidia,537.94,50,26897.0,Débito,2025-07-04 00:32:01.593000+00:00
7,Elizabeth Cordero,M,9,Disney,90.24,24,2165.76,Efectivo,2025-07-04 00:33:02.028000+00:00
9,Marlén Soto,M,9,Disney,90.24,24,2165.76,Crédito,2025-07-04 00:33:02.028000+00:00
9,Marlén Soto,M,1,Amazon,151.48,93,14087.64,Crédito,2025-07-04 00:34:01.241000+00:00
1,Raul Opazo,H,4,Alphabet,141.25,18,2542.5,Débito,2025-07-04 00:34:01.241000+00:00
7,Elizabeth Cordero,M,7,Apple,184.85,94,17375.9,Débito,2025-07-04 00:35:02.125000+00:00
10,Luisa Torres,M,3,Meta,359.09,2,718.18,Efectivo,2025-07-04 00:36:01.559000+00:00
7,Elizabeth Cordero,M,6,Delta,42.22,61,2575.42,Débito,2025-07-04 00:37:01.715000+00:00
4,Eric Aracena,H,7,Apple,184.85,65,12015.25,Crédito,2025-07-04 00:38:02.125000+00:00
2,Alejandro Pérez,H,1,Amazon,151.48,52,7876.96,Efectivo,2025-07-04 00:39:01.557000+00:00
4,Eric Aracena,H,1,Amazon,151.48,70,10603.6,Crédito,2025-07-04 00:39:01.557000+00:00
4,Eric Aracena,H,5,Microsoft,375.6,10,3756.0,Efectivo,2025-07-04 00:40:01.774000+00:00
4,Eric Aracena,H,9,Disney,90.24,32,2887.68,Crédito,2025-07-04 00:40:01.774000+00:00
2,Alejandro Pérez,H,3,Meta,359.09,41,14722.69,Efectivo,2025-07-04 00:40:01.774000+00:00
5,Mauricio Correa,H,5,Microsoft,375.6,52,19531.2,Crédito,2025-07-04 00:41:01.765000+00:00
7,Elizabeth Cordero,M,6,Delta,42.22,31,1308.82,Débito,2025-07-04 00:42:02.196000+00:00
1,Raul Opazo,H,2,Nvidia,537.94,87,46800.78,Crédito,2025-07-04 00:43:01.402000+00:00
9,Marlén Soto,M,10,Cisco,49.74,81,4028.94,Efectivo,2025-07-04 00:43:01.402000+00:00
8,Paola Rojas,M,1,Amazon,151.48,40,6059.2,Efectivo,2025-07-04 00:43:01.402000+00:00
4,Eric Aracena,H,3,Meta,359.09,39,14004.51,Crédito,2025-07-04 00:44:02.054000+00:00
6,Carolina López,M,2,Nvidia,537.94,59,31738.46,Crédito,2025-07-04 00:45:01.493000+00:00
6,Carolina López,M,2,Nvidia,537.94,1,537.94,Crédito,2025-07-04 00:45:01.493000+00:00
1,Raul Opazo,H,10,Cisco,49.74,66,3282.84,Débito,2025-07-04 00:45:01.493000+00:00
8,Paola Rojas,M,2,Nvidia,537.94,86,46262.84,Crédito,2025-07-04 00:46:01.668000+00:00
9,Marlén Soto,M,2,Nvidia,537.94,11,5917.34,Débito,2025-07-04 00:46:01.668000+00:00
4,Eric Aracena,H,8,Salesforce,263.09,100,26309.0,Crédito,2025-07-04 00:47:02.295000+00:00
4,Eric Aracena,H,1,Amazon,151.48,93,14087.64,Efectivo,2025-07-04 00:47:02.295000+00:00
9,Marlén Soto,M,1,Amazon,151.48,16,2423.68,Efectivo,2025-07-04 00:47:02.295000+00:00
3,Felipe Muñoz,H,9,Disney,90.24,88,7941.12,Débito,2025-07-04 00:48:01.709000+00:00
10,Luisa Torres,M,5,Microsoft,375.6,14,5258.4,Débito,2025-07-04 00:48:01.709000+00:00
4,Eric Aracena,H,4,Alphabet,141.25,65,9181.25,Efectivo,2025-07-04 00:48:01.709000+00:00
4,Eric Aracena,H,1,Amazon,151.48,51,7725.48,Efectivo,2025-07-04 00:49:01.911000+00:00
6,Carolina López,M,10,Cisco,49.74,82,4078.68,Efectivo,2025-07-04 00:50:01.836000+00:00
9,Marlén Soto,M,2,Nvidia,537.94,39,20979.66,Efectivo,2025-07-04 00:50:01.836000+00:00
4,Eric Aracena,H,10,Cisco,49.74,38,1890.12,Efectivo,2025-07-04 00:50:01.836000+00:00
10,Luisa Torres,M,7,Apple,184.85,50,9242.5,Crédito,2025-07-04 00:51:02.272000+00:00
4,Eric Aracena,H,8,Salesforce,263.09,40,10523.6,Débito,2025-07-04 00:51:02.272000+00:00
6,Carolina López,M,7,Apple,184.85,33,6100.05,Crédito,2025-07-04 00:51:02.272000+00:00
10,Luisa Torres,M,8,Salesforce,263.09,62,16311.58,Efectivo,2025-07-04 00:52:01.480000+00:00
3,Felipe Muñoz,H,9,Disney,90.24,83,7489.92,Débito,2025-07-04 00:52:01.480000+00:00
6,Carolina López,M,10,Cisco,49.74,35,1740.9,Crédito,2025-07-04 00:52:01.480000+00:00
3,Felipe Muñoz,H,10,Cisco,49.74,43,2138.82,Débito,2025-07-04 00:53:01.862000+00:00
4,Eric Aracena,H,10,Cisco,49.74,34,1691.16,Efectivo,2025-07-04 00:53:01.862000+00:00
6,Carolina López,M,2,Nvidia,537.94,86,46262.84,Débito,2025-07-04 00:54:02.328000+00:00
7,Elizabeth Cordero,M,1,Amazon,151.48,13,1969.24,Débito,2025-07-04 00:54:02.328000+00:00
1,Raul Opazo,H,6,Delta,42.22,74,3124.28,Efectivo,2025-07-04 00:55:01.516000+00:00
10,Luisa Torres,M,2,Nvidia,537.94,22,11834.68,Débito,2025-07-04 00:55:01.516000+00:00
2,Alejandro Pérez,H,8,Salesforce,263.09,39,10260.51,Débito,2025-07-04 00:55:01.516000+00:00
7,Elizabeth Cordero,M,10,Cisco,49.74,43,2138.82,Débito,2025-07-04 00:56:01.736000+00:00
7,Elizabeth Cordero,M,4,Alphabet,141.25,97,13701.25,Efectivo,2025-07-04 00:56:01.736000+00:00
2,Alejandro Pérez,H,6,Delta,42.22,90,3799.8,Débito,2025-07-04 00:57:02.224000+00:00
2,Alejandro Pérez,H,10,Cisco,49.74,83,4128.42,Efectivo,2025-07-04 00:57:02.224000+00:00
3,Felipe Muñoz,H,9,Disney,90.24,24,2165.76,Crédito,2025-07-04 00:57:02.224000+00:00
3,Felipe Muñoz,H,8,Salesforce,263.09,15,3946.35,Débito,2025-07-04 00:58:01.452000+00:00
5,Mauricio Correa,H,3,Meta,359.09,1,359.09,Crédito,2025-07-04 00:59:01.811000+00:00
2,Alejandro Pérez,H,3,Meta,359.09,73,26213.57,Efectivo,2025-07-04 00:59:01.811000+00:00
4,Eric Aracena,H,10,Cisco,49.74,82,4078.68,Débito,2025-07-04 00:59:01.811000+00:00
4,Eric Aracena,H,5,Microsoft,375.6,100,37560.0,Crédito,2025-07-04 01:00:02.277000+00:00
6,Carolina López,M,7,Apple,184.85,45,8318.25,Crédito,2025-07-04 01:00:02.277000+00:00
5,Mauricio Correa,H,7,Apple,184.85,82,15157.7,Débito,2025-07-04 01:01:01.471000+00:00
1,Raul Opazo,H,5,Microsoft,375.6,51,19155.6,Efectivo,2025-07-04 01:01:01.471000+00:00
6,Carolina López,M,9,Disney,90.24,50,4512.0,Efectivo,2025-07-04 01:01:01.471000+00:00
5,Mauricio Correa,H,4,Alphabet,141.25,65,9181.25,Débito,2025-07-04 01:02:01.550000+00:00
1,Raul Opazo,H,2,Nvidia,537.94,39,20979.66,Efectivo,2025-07-04 01:03:01.953000+00:00
4,Eric Aracena,H,2,Nvidia,537.94,31,16676.14,Crédito,2025-07-04 01:03:01.953000+00:00
8,Paola Rojas,M,3,Meta,359.09,29,10413.61,Crédito,2025-07-04 01:03:01.953000+00:00
7,Elizabeth Cordero,M,6,Delta,42.22,42,1773.24,Efectivo,2025-07-04 01:04:01.165000+00:00
1,Raul Opazo,H,2,Nvidia,537.94,67,36041.98,Débito,2025-07-04 01:04:01.165000+00:00
8,Paola Rojas,M,10,Cisco,49.74,8,397.92,Efectivo,2025-07-04 01:04:01.165000+00:00
3,Felipe Muñoz,H,1,Amazon,151.48,36,5453.28,Crédito,2025-07-04 01:05:02.235000+00:00
9,Marlén Soto,M,8,Salesforce,263.09,15,3946.35,Débito,2025-07-04 01:05:02.235000+00:00
10,Luisa Torres,M,7,Apple,184.85,53,9797.05,Efectivo,2025-07-04 01:05:02.235000+00:00
1,Raul Opazo,H,2,Nvidia,537.94,39,20979.66,Crédito,2025-07-04 01:06:01.664000+00:00
5,Mauricio Correa,H,4,Alphabet,141.25,95,13418.75,Crédito,2025-07-04 01:06:01.664000+00:00
5,Mauricio Correa,H,7,Apple,184.85,38,7024.3,Efectivo,2025-07-04 01:06:01.664000+00:00
6,Carolina López,M,3,Meta,359.09,11,3949.99,Crédito,2025-07-04 01:07:01.859000+00:00
7,Elizabeth Cordero,M,3,Meta,359.09,45,16159.05,Crédito,2025-07-04 01:07:01.859000+00:00
6,Carolina López,M,2,Nvidia,537.94,65,34966.1,Efectivo,2025-07-04 01:07:01.859000+00:00
5,Mauricio Correa,H,1,Amazon,151.48,22,3332.56,Efectivo,2025-07-04 01:08:01.931000+00:00
3,Felipe Muñoz,H,6,Delta,42.22,41,1731.02,Efectivo,2025-07-04 01:08:01.931000+00:00
7,Elizabeth Cordero,M,1,Amazon,151.48,46,6968.08,Efectivo,2025-07-04 01:09:02.394000+00:00
6,Carolina López,M,1,Amazon,151.48,55,8331.4,Efectivo,2025-07-04 01:09:02.394000+00:00
8,Paola Rojas,M,7,Apple,184.85,36,6654.6,Crédito,2025-07-04 01:10:01.593000+00:00
8,Paola Rojas,M,4,Alphabet,141.25,22,3107.5,Débito,2025-07-04 01:10:01.593000+00:00
2,Alejandro Pérez,H,10,Cisco,49.74,14,696.36,Débito,2025-07-04 01:10:01.593000+00:00
4,Eric Aracena,H,1,Amazon,151.48,29,4392.92,Efectivo,2025-07-04 01:11:01.580000+00:00
8,Paola Rojas,M,3,Meta,359.09,6,2154.54,Crédito,2025-07-04 01:12:02.016000+00:00
4,Eric Aracena,H,1,Amazon,151.48,11,1666.28,Débito,2025-07-04 01:13:01.182000+00:00
1,Raul Opazo,H,5,Microsoft,375.6,2,751.2,Efectivo,2025-07-04 01:14:01.721000+00:00
9,Marlén Soto,M,8,Salesforce,263.09,66,17363.94,Débito,2025-07-04 01:14:01.721000+00:00
1,Raul Opazo,H,9,Disney,90.24,1,90.24,Efectivo,2025-07-04 01:14:01.721000+00:00
2,Alejandro Pérez,H,8,Salesforce,263.09,27,7103.43,Crédito,2025-07-04 01:15:02.164000+00:00
7,Elizabeth Cordero,M,5,Microsoft,375.6,73,27418.8,Crédito,2025-07-04 01:16:01.329000+00:00
7,Elizabeth Cordero,M,4,Alphabet,141.25,19,2683.75,Débito,2025-07-04 01:16:01.329000+00:00
10,Luisa Torres,M,1,Amazon,151.48,91,13784.68,Crédito,2025-07-04 01:17:02.069000+00:00
3,Felipe Muñoz,H,6,Delta,42.22,1,42.22,Crédito,2025-07-04 01:17:02.069000+00:00
9,Marlén Soto,M,4,Alphabet,141.25,59,8333.75,Crédito,2025-07-04 01:18:01.450000+00:00
6,Carolina López,M,6,Delta,42.22,78,3293.16,Crédito,2025-07-04 01:18:01.450000+00:00
8,Paola Rojas,M,10,Cisco,49.74,99,4924.26,Crédito,2025-07-04 01:19:01.650000+00:00
7,Elizabeth Cordero,M,7,Apple,184.85,48,8872.8,Efectivo,2025-07-04 01:20:01.794000+00:00
8,Paola Rojas,M,5,Microsoft,375.6,52,19531.2,Efectivo,2025-07-04 01:20:01.794000+00:00
10,Luisa Torres,M,8,Salesforce,263.09,79,20784.11,Débito,2025-07-04 01:20:01.794000+00:00
8,Paola Rojas,M,6,Delta,42.22,21,886.62,Crédito,2025-07-04 01:21:02.203000+00:00
4,Eric Aracena,H,7,Apple,184.85,96,17745.6,Débito,2025-07-04 01:21:02.203000+00:00
5,Mauricio Correa,H,8,Salesforce,263.09,66,17363.94,Efectivo,2025-07-04 01:22:01.389000+00:00
9,Marlén Soto,M,8,Salesforce,263.09,3,789.27,Débito,2025-07-04 01:22:01.389000+00:00
3,Felipe Muñoz,H,9,Disney,90.24,92,8302.08,Efectivo,2025-07-04 01:23:02.280000+00:00
10,Luisa Torres,M,2,Nvidia,537.94,71,38193.74,Débito,2025-07-04 01:24:01.739000+00:00
6,Carolina López,M,7,Apple,184.85,79,14603.15,Crédito,2025-07-04 01:25:01.928000+00:00
9,Marlén Soto,M,10,Cisco,49.74,94,4675.56,Crédito,2025-07-04 01:25:01.928000+00:00
7,Elizabeth Cordero,M,6,Delta,42.22,15,633.3,Débito,2025-07-04 01:25:01.928000+00:00
8,Paola Rojas,M,9,Disney,90.24,18,1624.32,Efectivo,2025-07-04 01:26:01.869000+00:00
10,Luisa Torres,M,1,Amazon,151.48,27,4089.96,Crédito,2025-07-04 01:27:02.231000+00:00
3,Felipe Muñoz,H,3,Meta,359.09,9,3231.81,Efectivo,2025-07-04 01:27:02.231000+00:00
9,Marlén Soto,M,5,Microsoft,375.6,41,15399.6,Débito,2025-07-04 01:28:01.425000+00:00
1,Raul Opazo,H,6,Delta,42.22,95,4010.9,Efectivo,2025-07-04 01:28:01.425000+00:00
9,Marlén Soto,M,8,Salesforce,263.09,54,14206.86,Efectivo,2025-07-04 01:29:01.445000+00:00
9,Marlén Soto,M,1,Amazon,151.48,60,9088.8,Débito,2025-07-04 01:29:01.445000+00:00
7,Elizabeth Cordero,M,10,Cisco,49.74,36,1790.64,Débito,2025-07-04 01:30:01.880000+00:00
7,Elizabeth Cordero,M,9,Disney,90.24,59,5324.16,Crédito,2025-07-04 01:31:02.066000+00:00
1,Raul Opazo,H,8,Salesforce,263.09,53,13943.77,Crédito,2025-07-04 01:31:02.066000+00:00
2,Alejandro Pérez,H,1,Amazon,151.48,82,12421.36,Débito,2025-07-04 01:32:02.113000+00:00
9,Marlén Soto,M,3,Meta,359.09,38,13645.42,Débito,2025-07-04 01:32:02.113000+00:00
10,Luisa Torres,M,1,Amazon,151.48,79,11966.92,Crédito,2025-07-04 01:32:02.113000+00:00
2,Alejandro Pérez,H,9,Disney,90.24,79,7128.96,Débito,2025-07-04 01:33:01.554000+00:00
7,Elizabeth Cordero,M,5,Microsoft,375.6,7,2629.2,Efectivo,2025-07-04 01:33:01.554000+00:00
8,Paola Rojas,M,8,Salesforce,263.09,74,19468.66,Crédito,2025-07-04 01:34:01.751000+00:00
2,Alejandro Pérez,H,9,Disney,90.24,87,7850.88,Débito,2025-07-04 01:34:01.751000+00:00
4,Eric Aracena,H,1,Amazon,151.48,21,3181.08,Débito,2025-07-04 01:35:01.404000+00:00
5,Mauricio Correa,H,5,Microsoft,375.6,90,33804.0,Crédito,2025-07-04 01:35:01.404000+00:00
8,Paola Rojas,M,7,Apple,184.85,6,1109.1,Efectivo,2025-07-04 01:35:01.404000+00:00
10,Luisa Torres,M,7,Apple,184.85,44,8133.4,Efectivo,2025-07-04 01:36:01.858000+00:00
7,Elizabeth Cordero,M,8,Salesforce,263.09,19,4998.71,Efectivo,2025-07-04 01:36:01.858000+00:00
5,Mauricio Correa,H,10,Cisco,49.74,84,4178.16,Efectivo,2025-07-04 01:36:01.858000+00:00
10,Luisa Torres,M,7,Apple,184.85,62,11460.7,Efectivo,2025-07-04 01:37:02.029000+00:00
1,Raul Opazo,H,9,Disney,90.24,65,5865.6,Efectivo,2025-07-04 01:37:02.029000+00:00
10,Luisa Torres,M,2,Nvidia,537.94,12,6455.28,Débito,2025-07-04 01:37:02.029000+00:00
2,Alejandro Pérez,H,8,Salesforce,263.09,45,11839.05,Efectivo,2025-07-04 01:38:01.788000+00:00
10,Luisa Torres,M,5,Microsoft,375.6,89,33428.4,Crédito,2025-07-04 01:38:01.788000+00:00
7,Elizabeth Cordero,M,3,Meta,359.09,35,12568.15,Efectivo,2025-07-04 01:38:01.788000+00:00
3,Felipe Muñoz,H,7,Apple,184.85,17,3142.45,Débito,2025-07-04 01:39:02.213000+00:00
5,Mauricio Correa,H,6,Delta,42.22,88,3715.36,Efectivo,2025-07-04 01:39:02.213000+00:00
6,Carolina López,M,5,Microsoft,375.6,74,27794.4,Crédito,2025-07-04 01:40:01.412000+00:00
1,Raul Opazo,H,6,Delta,42.22,92,3884.24,Crédito,2025-07-04 01:41:02.229000+00:00
5,Mauricio Correa,H,6,Delta,42.22,10,422.2,Débito,2025-07-04 01:42:01.688000+00:00
7,Elizabeth Cordero,M,3,Meta,359.09,29,10413.61,Efectivo,2025-07-04 01:43:01.876000+00:00
5,Mauricio Correa,H,7,Apple,184.85,74,13678.9,Efectivo,2025-07-04 01:43:01.876000+00:00
6,Carolina López,M,2,Nvidia,537.94,90,48414.6,Efectivo,2025-07-04 01:44:01.393000+00:00
8,Paola Rojas,M,4,Alphabet,141.25,12,1695.0,Efectivo,2025-07-04 01:45:01.838000+00:00
2,Alejandro Pérez,H,7,Apple,184.85,2,369.7,Crédito,2025-07-04 01:45:01.838000+00:00
9,Marlén Soto,M,9,Disney,90.24,80,7219.2,Débito,2025-07-04 01:45:01.838000+00:00
7,Elizabeth Cordero,M,7,Apple,184.85,47,8687.95,Efectivo,2025-07-04 01:46:02.003000+00:00
1,Raul Opazo,H,5,Microsoft,375.6,21,7887.6,Efectivo,2025-07-04 01:47:01.493000+00:00
10,Luisa Torres,M,5,Microsoft,375.6,33,12394.8,Débito,2025-07-04 01:47:01.493000+00:00
8,Paola Rojas,M,9,Disney,90.24,41,3699.84,Crédito,2025-07-04 01:47:01.493000+00:00
7,Elizabeth Cordero,M,8,Salesforce,263.09,10,2630.9,Efectivo,2025-07-04 01:48:01.944000+00:00
7,Elizabeth Cordero,M,10,Cisco,49.74,46,2288.04,Efectivo,2025-07-04 01:48:01.944000+00:00
5,Mauricio Correa,H,3,Meta,359.09,3,1077.27,Débito,2025-07-04 01:49:01.153000+00:00
2,Alejandro Pérez,H,6,Delta,42.22,12,506.64,Efectivo,2025-07-04 01:49:01.153000+00:00
5,Mauricio Correa,H,2,Nvidia,537.94,37,19903.78,Efectivo,2025-07-04 01:50:01.716000+00:00
2,Alejandro Pérez,H,4,Alphabet,141.25,62,8757.5,Crédito,2025-07-04 01:50:01.716000+00:00
3,Felipe Muñoz,H,5,Microsoft,375.6,94,35306.4,Efectivo,2025-07-04 01:51:02.129000+00:00
7,Elizabeth Cordero,M,5,Microsoft,375.6,14,5258.4,Efectivo,2025-07-04 01:52:01.325000+00:00
7,Elizabeth Cordero,M,7,Apple,184.85,1,184.85,Crédito,2025-07-04 01:52:01.325000+00:00
6,Carolina López,M,10,Cisco,49.74,64,3183.36,Débito,2025-07-04 01:53:02.359000+00:00
7,Elizabeth Cordero,M,4,Alphabet,141.25,1,141.25,Crédito,2025-07-04 01:54:01.792000+00:00
2,Alejandro Pérez,H,8,Salesforce,263.09,47,12365.23,Efectivo,2025-07-04 01:54:01.792000+00:00
10,Luisa Torres,M,3,Meta,359.09,55,19749.95,Efectivo,2025-07-04 01:54:01.792000+00:00
6,Carolina López,M,4,Alphabet,141.25,81,11441.25,Efectivo,2025-07-04 01:55:01.994000+00:00
7,Elizabeth Cordero,M,10,Cisco,49.74,37,1840.38,Débito,2025-07-04 01:55:01.994000+00:00
9,Marlén Soto,M,4,Alphabet,141.25,87,12288.75,Débito,2025-07-04 01:55:01.994000+00:00
7,Elizabeth Cordero,M,4,Alphabet,141.25,82,11582.5,Débito,2025-07-04 01:56:01.855000+00:00
8,Paola Rojas,M,1,Amazon,151.48,29,4392.92,Crédito,2025-07-04 01:56:01.855000+00:00
6,Carolina López,M,3,Meta,359.09,59,21186.31,Débito,2025-07-04 01:56:01.855000+00:00
